X,Y,fid,ObjectID,Rodzaj_inw,Możliwoś,Powierzchn,Pojemnoś_,Subiektywn,Rodzaj_obi,Przeznacze,Województ,Powiat,Adres,x,y,ObjectId2,Gmina,Miejscowosc
2128609.86716113,6593564.04884265,23554,30500,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,333,222,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Michałowskiego 22",19.1216277759847,50.8429714211066,165100,,
2128663.21303456,6593611.97040989,23555,30510,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,333,222,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Michałowskiego 24",19.1221069901191,50.8432432502867,165101,,
2128762.36996575,6593571.60273017,23556,30643,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,1336,891,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Michałowskiego 28",19.1229977319873,50.8430142697071,165102,,
2128696.54881464,6593569.80103535,23557,30769,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,1256,837,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Michałowskiego 26",19.1224064505267,50.8430040497939,165103,,
2128845.30502532,6593721.62585324,23558,30770,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,948,632,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Michałowskiego 30",19.1237427503033,50.8438652513076,165104,,
2129017.2723666,6593737.88804924,23559,30942,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,1282,855,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Michałowskiego 34",19.1252875592137,50.8439574950192,165105,,
2128914.97263305,6593459.99737569,23560,31030,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,575,383,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Bacewicz 11",19.1243685850716,50.8423811965402,165106,,
2129005.58505513,6593515.45194477,23561,31078,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,575,383,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Bacewicz 6",19.1251825703085,50.8426957595794,165107,,
2128978.78686761,6593399.66936523,23562,31182,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,575,383,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Bacewicz 9",19.1249418380941,50.8420389867603,165108,,
2129110.06785386,6593523.80757318,23563,31198,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,575,383,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Bacewicz 4",19.1261211552587,50.8427431562451,165109,,
2129189.18807507,6593590.42131849,23564,31292,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,575,383,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Bacewicz 2",19.1268319042987,50.8431210159193,165110,,
2129067.1510384,6593355.41017022,23565,31354,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,812,541,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Bacewicz 7",19.125735626946,50.841787925511,165111,,
2129140.30775136,6593699.37833452,23566,31420,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,641,427,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Fieldorfa - Nila 14",19.1263928048799,50.8437390568807,165112,,
2129164.74054557,6593409.69840811,23567,31498,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,812,541,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Bacewicz 3",19.1266122884046,50.8420958765371,165113,,
2129234.44231664,6593478.73502789,23568,31619,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,575,383,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Bacewicz 1",19.1272384300674,50.8424874850945,165114,,
2129249.44395625,6593295.32376983,23569,32424,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,641,427,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Fieldorfa Nila 10",19.1273731920889,50.841447081932,165115,,
2129334.98239182,6593341.88189836,23570,32468,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,641,427,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Fieldorfa Nila 8",19.1281415969294,50.8417111858242,165116,,
2129448.78556927,6593351.75668748,23571,32532,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,1256,837,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Fieldorfa Nila 6",19.1291639082663,50.8417672009901,165117,,
2129355.77076645,6593177.28740393,23572,32679,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,641,427,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, al. Wyzwolenia 25",19.1283283420761,50.8407775065747,165118,,
2129254.12960236,6593184.19777119,23573,32707,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,641,427,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, al. Wyzwolenia 19",19.1274152839641,50.8408167067216,165119,,
2129460.12258939,6593130.56088331,23574,32817,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,304,203,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, al. Wyzwolenia 29",19.1292657504508,50.8405124421613,165120,,
2129280.23946407,6593116.68041573,23575,32819,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,641,427,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, al. Wyzwolenia 17",19.1276498328425,50.8404337024755,165121,,
2129426.57035861,6593067.36126452,23576,32887,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,304,203,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, al. Wyzwolenia 27",19.1289643456335,50.8401539288033,165122,,
2129359.3093623,6593096.27907362,23577,32968,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,304,203,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, al. Wyzwolenia 23",19.1283601298234,50.8403179716037,165123,,
2129285.47564187,6593046.7196896,23578,32982,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,641,427,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, al. Wyzwolenia 15",19.127696870228,50.8400368344569,165124,,
2129359.60883725,6593020.61928169,23579,33061,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,304,203,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, al. Wyzwolenia 21",19.1283628200527,50.8398887731341,165125,,
2129026.55100757,6592527.82021025,23580,33289,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,1371,914,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, al. Wyzwolenia 4",19.1253709106637,50.8370931546117,165126,,
2129224.70720868,6592597.2417951,23581,33343,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,425,283,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, al. Wyzwolenia 10",19.1271509781047,50.8374869890853,165127,,
2128923.90068024,6592467.91802415,23582,33395,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,2058,1372,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, al. Wyzwolenia 2",19.1244487870841,50.8367533218144,165128,,
2129155.08370978,6592658.10155351,23583,33428,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,425,283,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, al. Wyzwolenia 8",19.1265255395727,50.8378322488653,165129,,
2128944.94569102,6592399.97774632,23584,33487,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,713,475,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, al. Wyzwolenia 2A",19.1246378376325,50.836367884895,165130,,
2129086.56000697,6592609.07196242,23585,33554,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,425,283,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, al. Wyzwolenia 6",19.1259099806772,50.8375541022853,165131,,
2129054.55750602,6592328.62930261,23586,33627,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,713,475,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Baczyńskiego 7",19.1256224973198,50.8359631094356,165132,,
2129144.70126732,6592462.87011888,23587,33642,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,375,250,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, Baczyńskiego 13",19.1264322725053,50.8367246842862,165133,,
2129173.56854248,6592386.55227838,23588,33705,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,756,504,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, Baczyńskiego 9",19.1266915916501,50.8362917195221,165134,,
2129131.62149482,6592240.97645078,23589,33711,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,605,403,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Baczyńskiego 5",19.1263147749098,50.8354658306667,165135,,
2129138.06886909,6592170.96101031,23590,33746,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,505,337,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Baczyńskiego 3",19.1263726926583,50.8350686099833,165136,,
2129233.0005634,6592237.13142726,23591,33815,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,1527,1018,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Baczyńskiego 2",19.1272254785777,50.835444016668,165137,,
2128284.17294155,6588423.80262286,23592,111692,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,60,40,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Tadeusza Kościuszki 10/12, 42-202, Częstochowa, Śląskie, POL",19.1187020150307,50.8138048121963,165138,,
2128349.99039204,6591557.68349972,23593,238476,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,100,67,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Kiedrzyńska 124, 42-215, Częstochowa, Śląskie, POL",19.1192932632481,50.831589139919,165140,,
2128734.10158828,6592323.18105132,23594,36702,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,375,250,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Gajcego 14",19.1227437928319,50.83593220016,165141,,
2127734.03062922,6590925.35286895,23595,57246,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,364,243,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Władysława Broniewskiego 10, 42-218, Częstochowa, Śląskie, POL",19.1137600025546,50.8280012991249,165142,,
2127429.36003049,6591037.52793462,23596,237908,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,400,267,5,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica Kilińskiego 166, 42-218, Częstochowa, Śląskie, POL",19.1110231,50.8286378,165143,,
2128314.46866734,6588855.13644254,23597,111758,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,80,53,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Armii Krajowej 2, 42-202, Częstochowa, Śląskie, POL",19.1189741661659,50.8162529722113,165145,,
2128313.66953423,6591615.22569286,23598,238479,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,100,67,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Kiedrzyńska 126, 42-215, Częstochowa, Śląskie, POL",19.118966987431,50.8319156203422,165146,,
2129841.50814861,6592205.2306826,23599,36804,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,712,475,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Gombrowicza 7",19.1326917952207,50.835263033558,165148,,
2128034.94991013,6590226.86385539,23600,237919,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,300,200,5,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"aleja Armii Krajowej 23/25, 42-218, Częstochowa, Śląskie, POL",19.1164632064479,50.8240377554457,165149,,
2127627.76676185,6591506.27609685,23601,57387,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,818,545,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Pck 12, 40-057, Katowice, Śląskie, POL",19.1128054179925,50.8312974648739,165150,,
2128505.10571297,6588784.60127698,23602,111804,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,60,40,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jasnogórska 3/5, 42-202, Częstochowa, Śląskie, POL",19.120686687884,50.8158526382278,165152,,
2128211.12997491,6591366.78092345,23603,238482,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,100,67,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Żołnierzy Niezłomnych 2, 42-215, Częstochowa, Śląskie, POL",19.1180458588974,50.8305059887285,165153,,
2129905.46257474,6592344.4865754,23604,36962,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,445,297,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Gombrowicza 4",19.1332663076055,50.8360530715454,165155,,
2128019.51583969,6590324.10513052,23605,237928,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,200,133,5,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"aleja Armii Krajowej 23/25, 42-218, Częstochowa, Śląskie, POL",19.1163245598342,50.8245895667369,165156,,
2127766.6225284,6591008.23669108,23606,57457,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,364,243,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Władysława Broniewskiego 8, 42-218, Częstochowa, Śląskie, POL",19.1140527805663,50.8284715972158,165157,,
2128466.02123852,6588703.22336716,23607,111862,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,120,80,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Szymona Zimorowicza 8, 42-202, Częstochowa, Śląskie, POL",19.1203355860763,50.8153907601947,165159,,
2128468.76954592,6588533.76017944,23608,111936,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,120,80,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Joachima Lelewela 3/9, 42-202, Częstochowa, Śląskie, POL",19.1203602745417,50.8144289203414,165160,,
2128398.13980009,6588466.20908286,23609,112001,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,50,33,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Joachima Lelewela 11, 42-202, Częstochowa, Śląskie, POL",19.1197257967398,50.8140455080297,165161,,
2128366.05458744,6588542.78838139,23610,112080,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,80,53,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Joachima Lelewela 13/15, 42-202, Częstochowa, Śląskie, POL",19.1194375703706,50.8144801631465,165162,,
2128363.88326161,6588604.03041062,23611,112163,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,90,60,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Joachima Lelewela 8, 42-202, Częstochowa, Śląskie, POL",19.1194180650188,50.8148277628106,165163,,
2128389.51984177,6588670.6860266,23612,112242,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,90,60,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Szymona Zimorowicza 3/5, 42-202, Częstochowa, Śląskie, POL",19.1196483623367,50.8152060861607,165164,,
2128314.68633679,6588722.34128063,23613,112369,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,150,100,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Tadeusza Kościuszki 26, 42-202, Częstochowa, Śląskie, POL",19.1189761215238,50.8154992684827,165165,,
2128284.51174696,6588696.03536755,23614,112435,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,50,33,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Tadeusza Kościuszki 24, 42-202, Częstochowa, Śląskie, POL",19.1187050585715,50.8153499629194,165166,,
2128282.94486034,6588647.25517638,23615,112524,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,50,33,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Tadeusza Kościuszki 22, 42-202, Częstochowa, Śląskie, POL",19.1186909829895,50.8150730978995,165167,,
2131076.99671986,6587138.63916981,23616,120958,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,120,80,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica gen. W. Orlik-Rückemanna 2, 42-202, Częstochowa, Woj. Śląskie, POL",19.1437903778898,50.8065097340038,165168,,
2131183.91333486,6587158.504902,23617,121001,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,140,93,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica gen. Wilhelma Orlik-Rückemanna 1/5, 42-202, Częstochowa, Śląskie, POL",19.1447508261836,50.80662250815,165169,,
2131076.99673923,6587138.6391846,23618,121188,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,140,93,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Katedralna 3/5, 42-202, Częstochowa, Śląskie, POL",19.1437903780638,50.8065097340878,165170,,
2129063.17019428,6587722.81992634,23619,121256,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,130,87,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Katedralna 3/5, 42-202, Częstochowa, Śląskie, POL",19.1256998664148,50.8098259081408,165171,,
2129332.3298606,6586792.53610902,23620,121308,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,150,100,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Krakowska 46/50, 42-202, Częstochowa, Śląskie, POL",19.1281177688361,50.8045449262309,165172,,
2129493.56304381,6586503.14574485,23621,121398,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,120,80,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Krakowska 65, 42-202, Częstochowa, Śląskie, POL",19.1295661511639,50.8029020098438,165173,,
2129421.51007813,6586394.68609859,23622,121601,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,120,80,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Krakowska 70/76, 42-202, Częstochowa, Śląskie, POL",19.1289188883606,50.8022862518255,165174,,
2128760.8453523,6586912.40120204,23623,121962,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,100,67,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Piotrkowska 21b, 42-202, Częstochowa, Śląskie, POL",19.1229840361516,50.8052254030318,165175,,
2128739.34444775,6586857.90358534,23624,122043,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,120,80,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Piotrkowska 23, 42-202, Częstochowa, Śląskie, POL",19.1227908902398,50.8049160200775,165176,,
2128695.25370849,6586981.50234632,23625,122218,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,80,53,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Piotrkowska 27, 42-202, Częstochowa, Śląskie, POL",19.1223948163902,50.8056176872622,165177,,
2128698.78609803,6587124.8614068,23626,122333,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,100,67,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Marszałka Józefa Piłsudskiego 37, 42-202, Częstochowa, Śląskie, POL",19.1224265483853,50.8064315199908,165178,,
2128702.03620254,6587374.83590641,23627,122523,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,130,87,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Marszałka Józefa Piłsudskiego 37, 42-202, Częstochowa, Śląskie, POL",19.1224557445709,50.8078505622675,165179,,
2127421.18610229,6586011.41995124,23628,132790,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,400,267,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Bohaterów Monte Cassino 10, 42-217, Częstochowa, Śląskie, POL",19.1109496723537,50.800110269682,165180,,
2127570.85933843,6585873.87661658,23629,132916,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,120,80,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Józefa M. Hoene-Wrońskiego 17, 42-217, Częstochowa, Woj. Śląskie, POL",19.1122942099102,50.799329346786,165181,,
2127733.6235145,6586126.36583712,23630,133051,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,250,167,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Adama Mickiewicza 25/31, 42-217, Częstochowa, Śląskie, POL",19.1137563453809,50.8007628821656,165182,,
2127383.36225062,6586229.92406708,23631,133184,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,160,107,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Krasińskiego 4, 42-217, Częstochowa, Śląskie, POL",19.1106098949131,50.8013508327131,165183,,
2127280.48647207,6586283.15246167,23632,133327,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,180,120,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Krasińskiego 4, 42-217, Częstochowa, Śląskie, POL",19.1096857460707,50.8016530333751,165184,,
2127214.26051939,6586195.08912709,23633,133410,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,120,80,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Krasińskiego 3, 42-217, Częstochowa, Śląskie, POL",19.1090908282157,50.8011530586053,165185,,
2127277.16566942,6586432.37427211,23634,133550,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,180,120,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Juliusza Słowackiego 9, 42-217, Częstochowa, Śląskie, POL",19.109655914793,50.8025002198368,165186,,
2127214.36389197,6586406.14880818,23635,133655,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,200,133,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Tomasza Zana 13, 42-217, Częstochowa, Śląskie, POL",19.1090917568274,50.8023513294574,165187,,
2127112.26170889,6586372.68356473,23636,133765,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,200,133,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Tomasza Zana 11, 42-217, Częstochowa, Śląskie, POL",19.1081745573114,50.802161335836,165188,,
2126989.47001208,6586399.74114388,23637,133875,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,300,200,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Tomasza Zana 9, 42-217, Częstochowa, Śląskie, POL",19.1070715007313,50.8023149510176,165189,,
2127020.05036317,6586507.90538162,23638,133985,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,240,160,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Michała Kleofasa Ogińskiego 16, 42-217, Częstochowa, Śląskie, POL",19.1073462086991,50.8029290315468,165190,,
2126969.75115432,6586569.45433753,23639,134154,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,240,160,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Juliusza Słowackiego 27, 42-217, Częstochowa, Śląskie, POL",19.1068943632182,50.803278459662,165191,,
2126837.5225613,6586703.39054246,23640,134323,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,300,200,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Juliusza Słowackiego 34, 42-217, Częstochowa, Woj. Śląskie, POL",19.1057065335571,50.804038838439,165192,,
2126841.71615223,6586590.96181493,23641,134917,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,240,160,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Juliusza Słowackiego 29, 42-217, Częstochowa, Śląskie, POL",19.1057442052254,50.8034005621292,165193,,
2126781.29834645,6586614.72953355,23642,135009,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,240,160,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Juliusza Słowackiego 31, 42-217, Częstochowa, Śląskie, POL",19.1052014628418,50.8035354960894,165194,,
2126786.8626526,6586639.47328351,23643,135101,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,240,160,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Juliusza Słowackiego 33, 42-217, Częstochowa, Śląskie, POL",19.1052514478544,50.8036759707553,165195,,
2126752.7603111,6586463.58739243,23644,135266,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,300,200,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Tomasza Zana 5, 42-217, Częstochowa, Śląskie, POL",19.1049451013084,50.8026774261247,165196,,
2126618.61918071,6586513.27858184,23645,135384,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,180,120,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Tomasza Zana 3, 42-217, Częstochowa, Śląskie, POL",19.1037400910318,50.8029595365912,165197,,
2126534.03762986,6586513.71723894,23646,135518,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,180,120,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Tomasza Zana 1, 42-217, Częstochowa, Śląskie, POL",19.102980282033,50.8029620269599,165198,,
2126601.42795072,6586403.92132502,23647,135664,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,240,160,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Tomasza Zana 2, 42-217, Częstochowa, Śląskie, POL",19.1035856595853,50.8023386832984,165199,,
2126844.38206271,6586340.99810778,23648,135798,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,240,160,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Tomasza Zana 4, 42-217, Częstochowa, Śląskie, POL",19.1057681535067,50.8019814459587,165200,,
2127197.89575272,6586136.23598387,23649,136091,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,180,120,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Krasińskiego 5, 42-217, Częstochowa, Śląskie, POL",19.1089438210155,50.8008189201185,165201,,
2127195.41811745,6586074.48532646,23650,136212,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,160,107,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Krasińskiego 7, 42-217, Częstochowa, Śląskie, POL",19.1089215640392,50.8004683284377,165202,,
